Replicate,UC1_AssignedTextUC,UC2_AssignedTextUC,UC3_AssignedTextUC,UC4_AssignedTextUC,UC5_AssignedTextUC,UC6_AssignedTextUC,UC7_AssignedTextUC,UC8_AssignedTextUC,UC9_AssignedTextUC,UC10_AssignedTextUC,UC11_AssignedTextUC,UC12_AssignedTextUC,UC13_AssignedTextUC,UC14_AssignedTextUC,UC15_AssignedTextUC,UC16_AssignedTextUC,UC17_AssignedTextUC,UC18_AssignedTextUC,UC19_AssignedTextUC,UC20_AssignedTextUC,UC21_AssignedTextUC
1538,10,6,13,16,12,8,17,1,15,14,4,11,5,9,7,21,19,2,18,20,3
1539,19,21,15,14,10,1,13,2,8,20,3,16,4,11,12,18,17,7,6,9,5
1540,16,12,8,20,9,14,2,19,7,4,6,18,5,13,11,10,21,17,3,1,15
1541,14,19,9,3,11,18,16,1,20,15,13,4,12,10,7,17,5,21,6,2,8
1542,14,3,6,17,19,7,20,4,12,16,18,2,11,10,9,21,15,5,8,1,13
1543,16,21,11,17,13,5,14,3,10,4,8,18,19,9,15,20,2,12,6,7,1
1544,16,7,21,18,2,19,8,17,13,6,1,15,20,5,14,12,11,3,4,9,10
1545,19,7,4,20,9,12,2,17,13,6,8,11,18,16,15,10,14,1,21,3,5
1546,16,1,20,9,17,4,13,2,12,15,19,21,7,10,11,18,14,8,3,6,5
1547,8,9,21,2,16,3,14,4,10,1,13,12,15,6,19,5,20,7,17,11,18
1548,7,13,12,20,16,17,10,11,18,9,8,14,15,21,6,19,2,4,3,1,5
1549,6,20,15,5,4,2,7,8,16,11,21,12,9,10,13,18,19,1,14,3,17
1550,20,10,17,12,13,7,11,14,8,18,21,6,16,3,2,4,5,15,19,9,1
1551,8,3,2,4,16,12,17,1,14,11,10,20,5,13,6,15,9,7,21,19,18
1552,6,19,9,12,14,7,13,21,8,15,5,11,4,1,20,17,18,16,10,2,3
1553,17,19,6,21,5,1,13,18,14,20,12,7,8,9,11,2,16,3,10,15,4
1554,10,16,19,11,4,14,8,17,18,3,2,9,6,1,7,20,13,21,12,15,5
1555,15,21,2,12,6,3,8,1,19,11,16,14,10,9,17,4,7,20,5,13,18
1556,20,11,21,6,12,3,10,16,13,7,5,9,15,17,19,14,18,1,8,2,4
1557,11,16,20,8,7,15,13,3,5,9,6,4,17,12,19,14,1,10,21,2,18
1558,13,14,3,9,21,16,5,1,11,20,10,6,4,19,8,17,7,15,18,2,12
1559,14,21,7,17,18,9,4,16,8,15,2,11,3,13,10,6,20,19,5,12,1
1560,11,10,18,19,16,21,6,7,13,9,2,12,3,8,5,17,15,20,4,14,1
1561,9,5,20,6,12,3,14,11,18,1,2,16,19,13,15,17,8,10,4,7,21
1562,18,21,10,9,14,2,17,5,7,15,20,4,12,1,3,19,16,11,13,8,6
1563,20,14,18,9,16,11,7,21,15,1,4,5,6,2,8,13,3,12,17,19,10
1564,12,3,8,9,14,19,10,13,2,11,15,16,4,18,6,17,20,21,1,7,5
1565,4,18,7,20,6,10,19,21,2,15,13,3,8,1,17,16,12,11,14,5,9
1566,20,17,12,14,11,3,16,6,2,4,5,10,9,7,18,8,1,21,13,15,19
1567,16,11,5,4,9,20,3,10,7,12,8,1,21,14,6,13,17,2,18,15,19
1568,12,11,14,7,18,17,16,15,20,13,19,4,3,8,1,5,9,21,10,2,6
1569,13,20,17,21,8,19,18,1,9,5,6,11,16,15,3,10,2,12,4,14,7
1570,18,17,8,15,7,16,12,21,13,3,9,14,6,1,2,4,19,20,5,10,11
1571,18,7,11,14,8,12,13,6,9,2,5,1,21,16,17,19,4,20,3,10,15
1572,21,15,8,19,18,4,3,5,6,14,20,11,16,2,9,13,17,1,10,12,7
1573,5,15,1,9,8,19,21,7,17,14,6,18,20,12,11,13,10,16,3,2,4
1574,9,15,19,1,16,14,10,2,6,7,21,12,4,11,20,5,17,8,13,3,18
1575,14,8,5,12,17,2,9,21,6,15,11,19,20,7,1,16,10,4,18,13,3
1576,20,13,15,21,11,1,3,5,7,9,14,17,6,18,16,8,10,19,2,4,12
1577,9,12,10,16,8,14,7,5,2,6,18,20,21,15,13,4,3,11,19,1,17
1578,13,10,18,2,1,17,21,20,14,5,11,8,3,4,9,16,12,7,15,19,6
1579,1,8,4,21,14,11,5,7,3,18,20,13,19,15,16,6,17,10,9,2,12
1580,8,6,10,9,21,13,16,12,7,18,11,20,4,17,1,15,2,5,3,14,19
1581,15,13,10,5,21,16,14,9,11,4,3,1,8,18,20,19,2,7,17,6,12
1582,10,4,2,6,9,16,1,20,7,19,12,3,13,18,14,21,15,8,11,17,5
1583,13,7,5,10,19,20,12,9,17,2,16,18,3,14,6,4,11,15,8,1,21
1584,11,2,4,3,5,16,9,1,21,12,17,20,6,10,18,14,7,15,19,13,8
1585,7,18,2,15,12,14,19,5,4,3,16,10,9,13,6,17,8,21,11,1,20
1586,2,10,8,18,17,21,13,20,14,6,15,5,11,16,19,1,12,4,7,3,9
1587,3,20,19,9,17,11,16,7,2,4,15,12,1,10,18,6,13,8,14,5,21
1588,11,21,2,6,5,4,3,1,8,17,20,12,19,10,7,14,15,16,18,13,9
1589,21,1,20,16,5,9,2,15,17,18,13,14,7,8,3,19,4,11,12,10,6
1590,18,6,21,3,17,19,12,16,4,5,8,2,14,7,10,20,9,1,13,15,11
1591,19,6,18,4,20,14,21,17,3,13,16,8,2,5,9,11,15,12,1,7,10
1592,21,12,5,13,1,7,18,10,14,17,11,16,9,15,3,6,4,8,20,2,19
1593,4,2,18,19,12,5,10,15,11,6,9,14,16,8,21,7,3,1,13,20,17
1594,16,20,15,13,10,14,12,3,5,8,2,6,18,7,4,9,19,11,1,17,21
1595,7,11,8,9,21,13,6,5,17,16,2,14,18,19,3,1,20,15,10,4,12
1596,4,11,20,2,6,21,1,9,8,18,17,7,16,5,3,13,14,19,12,15,10
1597,4,3,11,15,12,8,14,5,2,10,19,1,7,21,13,6,16,20,9,18,17
1598,16,9,10,13,17,12,3,21,18,1,19,2,8,15,14,11,20,6,7,4,5
1599,4,16,13,17,12,15,20,2,8,21,9,18,11,7,3,14,19,1,10,5,6
1600,11,14,9,12,18,16,3,7,4,21,8,1,13,2,10,17,5,20,6,15,19
1601,7,20,6,9,3,4,17,15,10,12,21,5,19,16,11,8,2,1,14,18,13
1602,12,7,18,16,13,3,6,15,5,10,11,1,8,4,2,19,17,14,9,20,21
1603,20,8,13,6,10,7,5,15,19,21,4,18,11,3,2,14,1,12,9,16,17
1604,8,19,20,2,13,12,9,3,5,14,10,4,21,17,16,6,11,18,15,7,1
1605,3,2,12,18,8,11,13,9,15,20,10,21,19,4,5,17,16,6,14,7,1
1606,8,10,5,1,9,6,3,12,19,11,21,2,17,20,4,18,13,15,7,14,16
1607,5,1,9,4,16,20,10,2,19,12,7,11,18,6,3,17,8,13,14,21,15
1608,6,19,10,1,13,14,4,16,17,2,5,11,15,21,9,7,3,8,20,18,12
1609,17,21,6,14,8,4,1,9,10,20,16,19,15,12,2,13,5,7,18,3,11
1610,10,14,19,20,17,15,4,7,13,18,3,6,8,5,9,16,12,11,1,2,21
1611,19,20,8,16,4,1,11,3,18,6,15,12,21,9,17,10,13,5,14,7,2
1612,16,10,12,14,8,9,1,3,18,13,21,5,11,6,2,19,20,17,7,15,4
1613,2,17,3,10,7,21,5,6,13,9,15,12,16,1,14,11,8,19,20,18,4
1614,4,15,2,18,10,1,6,19,3,7,9,14,17,11,5,16,13,8,21,12,20
1615,12,16,2,7,11,13,6,14,17,3,20,21,5,19,10,9,15,4,1,8,18
1616,18,15,8,21,20,9,14,3,5,10,4,12,16,6,7,17,1,11,2,13,19
1617,15,18,17,6,12,19,5,1,11,7,8,10,4,3,2,9,14,16,21,20,13
1618,19,14,17,20,3,1,21,2,4,12,15,8,13,9,6,16,5,10,7,11,18
1619,5,12,15,9,16,7,2,10,11,1,13,20,3,19,8,4,21,6,14,17,18
1620,1,8,19,3,11,10,15,7,6,2,12,9,17,21,14,20,18,5,13,4,16
1621,7,15,13,17,20,5,12,18,16,1,10,4,9,8,3,21,11,14,6,19,2
1622,9,5,7,8,14,18,20,19,15,13,6,12,16,4,2,17,21,10,1,3,11
1623,9,20,4,1,18,5,19,12,17,3,10,21,14,6,13,15,11,8,2,7,16
1624,12,8,16,11,17,13,21,1,6,10,7,2,18,14,5,15,4,20,3,19,9
1625,10,20,8,6,14,5,13,21,3,1,7,2,17,4,16,15,18,19,12,9,11
1626,5,9,4,19,16,11,13,12,14,6,3,15,1,8,21,2,20,7,18,17,10
1627,3,4,14,18,7,2,8,5,21,1,6,9,12,11,10,15,16,17,19,20,13
1628,16,19,2,14,18,13,7,21,12,10,11,4,5,20,9,6,17,3,8,1,15
1629,11,17,14,8,2,18,1,15,19,20,16,6,12,7,5,10,21,4,13,9,3
1630,19,13,9,1,11,3,21,18,7,5,8,6,16,15,4,2,12,14,17,20,10
1631,14,9,4,16,6,1,19,5,21,17,8,10,7,18,12,3,15,11,20,13,2
1632,16,13,6,10,7,8,1,21,14,18,11,17,12,2,15,5,3,9,4,20,19
1633,6,19,8,2,4,1,7,20,9,21,11,16,12,18,5,15,13,10,14,17,3
1634,21,3,2,8,10,16,17,18,20,6,14,11,13,19,15,7,1,9,5,12,4
1635,8,1,5,7,3,10,11,4,13,9,14,19,2,17,16,21,15,12,6,20,18
1636,3,4,18,13,12,14,16,2,19,9,6,1,15,11,21,8,5,17,7,10,20
1637,9,13,21,15,8,2,3,20,11,1,7,14,19,17,16,4,12,5,10,6,18
1638,3,9,16,17,11,21,18,15,2,12,14,4,6,19,13,1,7,5,8,20,10
1639,19,13,4,6,15,3,8,5,16,20,21,7,18,12,9,10,2,1,11,14,17
1640,8,2,3,9,16,13,12,17,7,14,6,18,19,20,11,5,10,15,4,1,21
1641,8,5,14,7,11,9,15,12,18,17,10,20,6,21,19,13,3,2,1,16,4
1642,11,21,9,10,12,2,7,16,4,13,3,19,17,6,5,8,1,14,20,15,18
1643,4,15,11,16,18,13,6,17,8,9,12,21,14,5,2,20,3,10,19,1,7
1644,15,16,14,8,6,1,3,18,12,5,11,21,20,19,13,10,4,17,9,2,7
1645,7,1,13,20,9,3,11,4,8,15,16,14,21,10,17,6,18,19,5,2,12
1646,21,7,6,10,2,3,12,13,16,4,17,19,11,20,14,15,8,1,5,9,18
1647,10,20,5,1,2,6,4,14,3,13,18,17,12,16,21,11,19,15,7,9,8
1648,16,15,1,9,20,6,10,19,3,2,11,12,5,7,18,14,8,17,13,4,21
1649,19,3,12,10,2,15,1,13,18,5,21,9,6,17,7,4,16,14,8,11,20
1650,7,18,11,9,13,2,4,15,17,10,3,19,5,1,6,14,21,16,12,20,8
1651,4,1,10,3,6,17,8,9,13,14,5,21,12,20,16,7,11,18,19,2,15
1652,11,1,5,16,7,14,8,21,17,4,3,2,9,18,15,6,12,13,19,20,10
1653,2,5,15,14,18,17,8,19,16,6,12,20,4,10,11,1,7,13,9,3,21
1654,13,12,15,18,14,17,6,20,11,2,19,8,7,4,10,3,9,16,5,21,1
1655,7,5,13,4,16,1,2,17,11,8,14,18,15,21,20,10,12,3,6,19,9
1656,7,9,10,5,13,8,20,4,17,18,19,12,21,2,11,15,16,6,14,3,1
1657,17,10,12,19,1,4,14,21,15,7,16,11,13,8,5,2,6,20,3,18,9
1658,17,4,13,16,18,8,9,6,14,3,15,11,5,12,19,10,7,2,21,1,20
1659,18,12,10,1,3,17,13,4,16,15,21,11,14,9,20,5,2,6,19,7,8
1660,4,17,7,21,8,10,15,2,13,11,19,16,6,3,20,14,9,5,12,1,18
1661,4,16,11,9,8,7,18,19,21,10,20,13,17,3,15,14,5,2,6,1,12
1662,6,7,12,19,13,15,11,20,8,2,1,3,14,16,21,5,17,10,4,18,9
1663,20,16,18,4,14,7,3,19,8,9,13,11,2,5,17,15,10,21,1,12,6
1664,4,13,12,1,14,11,2,19,18,8,16,7,21,15,9,20,17,6,10,3,5
1665,7,12,3,9,21,11,2,20,15,8,19,16,4,14,6,5,18,10,1,13,17
1666,21,19,18,3,7,13,5,17,12,16,20,11,10,9,2,14,6,1,4,15,8
1667,13,11,5,20,9,2,4,15,3,12,14,8,21,16,17,1,10,6,7,18,19
1668,21,1,17,7,5,16,12,10,3,9,20,18,19,14,2,11,13,8,4,6,15
1669,20,8,2,10,7,19,16,15,21,5,13,18,14,1,9,17,11,4,6,3,12
1670,5,9,16,13,6,20,17,8,19,18,2,1,7,10,21,15,4,12,11,3,14
1671,11,21,1,6,5,9,10,20,7,16,15,8,17,19,2,18,4,12,13,3,14
1672,9,15,20,2,11,8,3,19,16,13,14,4,12,18,17,1,7,21,5,10,6
1673,5,11,16,14,10,21,3,18,2,9,8,1,7,4,6,15,19,20,17,13,12
1674,21,19,2,14,8,1,6,7,11,17,12,10,18,16,9,3,4,15,5,13,20
1675,3,15,8,7,4,14,5,11,9,16,10,2,6,19,13,12,21,18,17,1,20
1676,4,21,18,8,6,3,20,14,10,13,15,5,17,1,19,11,9,2,7,16,12
1677,3,4,1,2,6,17,21,16,15,14,19,18,20,5,9,11,13,12,10,8,7
1678,10,4,11,21,8,12,1,19,2,13,3,16,18,14,15,9,7,6,17,20,5
1679,12,2,21,3,14,8,15,4,19,20,1,13,10,11,9,6,7,18,5,16,17
1680,10,17,9,20,14,15,19,2,6,21,5,18,4,3,13,8,7,12,11,1,16
1681,3,5,13,8,21,18,16,19,11,9,6,14,7,4,15,1,20,12,2,17,10
1682,15,3,17,2,13,8,6,14,18,16,5,20,1,12,9,10,19,21,7,4,11
1683,19,18,15,11,3,2,4,10,20,9,17,1,21,8,16,7,14,5,12,6,13
1684,10,9,4,12,21,18,20,8,11,7,13,17,16,15,19,2,1,6,3,14,5
1685,7,2,15,19,12,14,10,6,9,5,11,8,16,20,18,21,17,1,4,13,3
1686,7,17,8,15,10,2,4,20,13,21,18,11,16,6,12,19,14,1,3,9,5
1687,1,19,10,12,17,3,14,8,15,2,5,21,9,4,16,6,20,11,13,18,7
1688,13,1,15,19,9,12,16,20,11,18,5,8,7,3,4,10,6,17,14,2,21
1689,7,17,21,19,3,13,12,4,1,14,15,11,6,10,8,18,20,9,16,5,2
1690,1,6,2,13,11,16,20,15,17,18,7,10,14,12,4,5,21,8,3,9,19
1691,18,13,16,17,6,11,14,7,1,21,15,12,8,20,9,2,5,3,10,4,19
1692,7,2,3,4,15,13,8,20,19,5,11,9,6,12,21,18,1,10,16,14,17
1693,15,2,16,3,7,19,9,6,14,1,10,20,12,13,21,18,11,17,8,4,5
1694,13,6,8,11,14,10,4,20,15,3,16,17,12,21,18,19,5,1,9,2,7
1695,3,19,12,2,15,9,21,6,18,13,14,1,17,11,5,16,4,7,8,20,10
1696,1,4,3,16,8,17,10,6,11,7,19,18,2,5,21,9,14,15,12,20,13
1697,17,19,6,14,7,5,20,9,1,10,18,2,11,15,16,13,21,8,3,12,4
1698,15,17,1,20,18,19,6,13,21,11,5,8,14,4,2,12,9,10,3,7,16
1699,12,18,10,5,14,9,7,21,4,13,6,11,20,16,19,3,15,2,8,17,1
1700,19,5,6,13,14,15,10,12,9,3,4,11,16,17,20,18,7,21,1,2,8
1701,15,10,20,16,13,1,5,14,17,8,7,11,3,9,21,19,2,18,6,4,12
1702,2,15,3,7,19,16,10,17,14,1,13,9,21,11,4,8,18,6,20,5,12
1703,20,8,21,13,11,4,1,15,6,9,14,2,3,12,18,16,7,19,5,10,17
1704,16,20,10,1,8,5,7,15,11,3,9,12,18,21,17,14,19,13,2,4,6
1705,13,1,8,5,7,4,14,19,11,15,16,20,21,6,2,18,10,9,3,17,12
1706,21,12,6,9,2,19,15,11,8,14,18,1,13,5,17,20,16,3,10,7,4
1707,2,3,17,13,10,9,4,1,16,11,8,14,7,15,20,18,21,19,12,6,5
1708,17,21,12,18,6,1,4,3,16,15,2,11,5,7,13,8,10,14,9,19,20
1709,2,14,5,9,4,1,13,17,7,3,15,6,12,10,19,11,18,20,16,21,8
1710,2,11,3,9,21,1,8,14,15,17,5,12,20,13,16,10,19,18,7,6,4
1711,1,19,12,10,5,15,11,6,2,7,3,14,13,17,21,18,9,20,16,4,8
1712,12,8,4,21,15,18,20,13,1,10,2,7,3,14,6,16,11,9,5,19,17
1713,20,9,14,16,8,13,2,15,10,18,12,5,3,7,21,6,1,4,11,19,17
1714,19,9,20,1,13,6,5,10,12,8,7,15,14,17,21,18,11,4,3,16,2
1715,10,13,20,2,12,19,9,4,5,1,7,21,6,14,8,11,18,15,16,17,3
1716,11,14,5,18,1,17,8,12,19,16,20,21,10,3,9,6,2,15,4,13,7
1717,10,4,7,11,13,3,12,20,15,19,5,9,1,21,8,17,16,18,14,6,2
1718,17,8,2,15,7,6,16,3,12,13,18,11,9,1,14,5,10,19,21,20,4
1719,4,17,15,6,21,14,8,18,19,11,10,9,20,1,7,2,12,5,16,3,13
1720,9,4,17,3,2,10,1,12,13,5,11,19,14,21,15,16,18,6,7,8,20
1721,13,16,7,12,6,21,9,15,19,8,20,4,1,17,11,14,5,18,3,10,2
1722,3,17,18,5,8,11,7,1,21,14,12,6,20,15,19,9,4,16,2,10,13
1723,14,11,4,2,8,7,20,15,12,3,10,5,16,1,9,18,13,21,19,6,17
1724,5,13,16,15,3,20,17,6,4,8,2,18,19,7,9,12,10,1,14,21,11
1725,21,18,3,17,12,2,4,6,5,9,19,1,10,20,8,13,15,11,14,16,7
1726,5,3,18,21,20,14,6,7,15,11,19,4,12,13,16,9,8,1,2,17,10
1727,10,4,6,18,1,5,2,8,21,3,7,9,15,14,12,13,19,20,11,17,16
1728,6,7,20,14,21,8,19,17,15,5,2,18,12,10,1,13,4,16,11,9,3
1729,12,18,10,5,15,17,21,2,14,1,20,8,11,3,6,19,7,16,4,13,9
1730,11,3,19,16,4,13,9,15,7,21,12,1,6,2,5,8,20,10,18,17,14
1731,20,5,18,2,17,14,3,16,4,1,6,9,15,12,13,19,7,11,8,10,21
1732,16,18,8,10,17,11,5,9,3,19,7,4,1,12,6,15,2,20,21,13,14
1733,4,9,19,3,15,1,2,21,14,6,12,8,17,13,16,5,20,7,11,10,18
1734,12,15,14,20,16,21,3,10,9,11,6,18,13,2,8,1,5,4,7,19,17
1735,2,8,18,7,19,1,4,9,3,21,16,11,10,13,5,12,6,17,20,14,15
1736,9,11,14,16,21,15,12,6,13,17,18,8,4,3,19,20,1,10,2,5,7
1737,20,9,4,7,6,19,13,21,11,3,14,17,1,12,8,5,18,10,16,15,2
1738,10,3,15,21,20,7,8,9,17,13,19,18,14,1,6,4,12,2,11,5,16
1739,8,18,4,17,7,11,1,3,5,9,21,13,19,14,6,2,10,20,12,15,16
1740,2,10,19,4,11,13,3,6,20,1,12,14,9,7,17,21,16,8,18,15,5
1741,7,3,21,20,15,16,5,17,19,2,8,11,18,12,9,6,13,1,4,10,14
1742,14,4,7,15,10,8,1,21,2,11,12,20,18,13,19,9,5,6,3,16,17
1743,3,7,11,5,1,6,2,8,13,17,20,10,9,4,21,19,14,16,12,18,15
1744,6,18,7,8,11,17,15,20,16,3,4,21,14,1,13,12,5,9,2,19,10
1745,20,2,21,12,13,14,19,18,9,5,8,6,3,10,16,11,15,7,4,1,17
1746,2,12,5,13,20,10,18,11,16,17,21,6,15,1,19,4,14,9,7,8,3
1747,21,15,19,2,8,14,11,1,16,10,3,7,17,5,6,4,9,13,20,12,18
1748,16,4,1,3,20,11,5,18,19,10,6,9,14,12,17,8,7,13,21,15,2
1749,19,3,5,21,12,10,15,1,13,7,2,6,9,18,4,20,11,14,17,16,8
1750,5,12,18,2,20,17,10,14,8,19,9,16,3,15,7,1,13,21,4,11,6
1751,4,21,12,6,18,11,3,10,16,20,9,1,14,8,2,19,7,13,15,5,17
1752,10,17,3,20,13,1,8,6,7,15,21,9,5,16,4,19,14,11,12,18,2
1753,7,20,17,10,14,19,11,6,4,1,3,18,21,15,16,12,5,8,13,9,2
1754,15,4,12,1,18,5,2,16,11,9,19,3,14,8,7,17,6,10,20,21,13
1755,15,12,10,11,21,8,17,7,6,20,18,2,5,3,1,13,16,4,19,14,9
1756,14,19,1,2,20,10,12,15,8,16,3,5,11,21,13,18,7,17,9,6,4
1757,5,19,8,14,1,7,17,15,3,16,11,6,9,21,2,12,4,18,13,20,10
1758,15,17,8,4,13,3,14,9,12,2,5,18,7,20,19,21,10,1,6,16,11
1759,2,17,20,5,18,9,6,21,8,3,14,16,13,7,19,15,4,1,10,12,11
1760,7,6,9,16,4,15,11,3,10,19,2,1,17,13,21,20,5,14,8,12,18
1761,10,8,15,3,11,12,4,17,14,13,20,16,9,5,19,7,6,1,2,21,18
1762,2,6,10,1,9,11,5,7,15,3,13,19,12,16,4,8,21,18,20,17,14
1763,11,18,5,16,19,9,14,13,3,7,17,6,8,4,10,2,20,15,21,1,12
1764,11,16,14,7,12,9,5,17,21,19,1,8,10,18,15,20,4,2,6,3,13
1765,9,16,13,4,21,18,11,14,20,6,8,19,5,15,3,2,17,1,10,7,12
1766,15,18,19,6,14,4,8,5,17,11,3,12,10,9,16,21,13,7,1,2,20
1767,16,12,18,14,19,3,13,9,2,5,20,8,4,15,1,6,17,11,21,10,7
1768,18,7,1,21,11,19,13,16,8,6,17,4,14,10,5,2,3,12,15,9,20
1769,1,11,8,3,2,15,4,13,9,6,12,16,17,18,10,20,14,7,19,5,21
1770,2,14,8,4,21,19,5,16,1,15,13,6,20,18,3,7,10,11,12,9,17
1771,16,10,5,7,11,8,12,9,13,17,15,1,4,3,14,6,2,20,21,18,19
1772,8,2,6,18,1,20,7,17,16,10,4,13,9,15,5,14,19,3,21,12,11
1773,3,14,6,13,11,9,16,2,5,18,19,17,8,21,1,12,15,10,4,7,20
1774,1,10,17,5,20,21,11,19,9,18,13,4,12,16,7,3,15,6,8,2,14
1775,5,17,21,8,13,19,9,16,12,14,3,2,10,18,7,6,15,20,1,4,11
1776,11,5,19,4,14,15,7,17,16,20,2,13,10,9,8,6,1,18,21,12,3
1777,6,7,12,2,5,15,10,20,11,8,4,17,21,3,13,18,9,19,16,14,1
1778,9,5,20,13,14,1,15,11,16,4,8,12,21,3,10,6,17,19,2,18,7
1779,16,12,20,18,2,15,17,5,7,9,6,13,21,14,3,4,11,1,10,8,19
1780,4,18,17,14,13,8,21,19,16,3,12,20,2,5,9,11,7,1,10,6,15
1781,7,13,12,8,3,17,15,21,19,2,4,20,9,16,6,5,10,1,14,18,11
1782,3,15,17,16,13,14,11,21,5,20,7,9,10,8,1,2,18,4,19,6,12
1783,20,16,15,7,17,9,4,1,19,2,6,5,18,12,13,8,10,21,14,11,3
1784,12,2,5,4,18,15,13,1,16,6,19,17,20,11,10,3,7,14,21,9,8
1785,15,1,2,19,18,12,17,7,6,11,4,21,10,20,13,5,9,3,14,16,8
1786,7,9,20,12,4,13,8,17,16,21,11,2,3,19,14,10,5,1,18,6,15
1787,4,17,6,10,14,7,12,1,2,9,3,19,18,5,21,11,13,20,15,16,8
1788,17,7,2,14,15,19,4,1,20,10,9,18,13,11,6,3,21,12,16,8,5
1789,2,14,5,15,7,20,11,16,13,17,4,21,3,18,12,19,6,9,10,1,8
1790,17,12,8,9,6,2,11,13,19,20,18,5,14,10,15,7,21,1,3,4,16
1791,4,20,6,12,10,17,8,18,15,13,5,14,2,9,1,16,7,21,11,19,3
1792,2,13,12,11,3,9,21,19,8,17,7,14,4,15,10,16,18,20,1,6,5
1793,19,1,21,18,15,14,6,4,17,11,12,10,7,5,20,16,13,3,2,9,8
1794,3,17,21,13,5,8,2,16,1,20,19,7,4,15,9,10,14,18,11,12,6
1795,12,8,19,16,7,5,3,11,15,2,9,21,17,1,13,10,4,20,14,6,18
1796,11,7,8,16,3,14,15,12,2,10,9,20,18,21,4,6,1,17,19,13,5
1797,6,5,1,10,12,9,14,19,3,15,2,21,18,11,7,16,20,17,13,8,4
1798,14,4,13,10,1,5,16,6,12,15,19,20,21,3,17,11,18,9,7,2,8
1799,4,15,5,17,7,18,11,2,12,14,6,20,21,13,3,8,10,1,19,9,16
1800,2,17,20,6,1,14,18,4,16,15,3,7,13,9,19,10,8,21,5,11,12
1801,11,13,2,17,19,6,7,15,4,1,16,20,14,18,12,8,3,9,21,5,10
1802,10,3,16,5,19,12,6,13,17,4,18,15,9,7,20,8,21,1,11,14,2
1803,4,13,3,16,10,6,19,17,7,5,14,12,2,9,20,15,18,21,1,11,8
1804,4,20,7,6,11,21,9,14,15,19,3,5,8,18,16,17,10,12,1,2,13
1805,1,11,12,9,18,19,20,2,14,13,5,4,16,7,17,21,15,10,3,6,8
1806,2,10,20,4,14,15,18,12,8,13,19,9,5,3,7,11,16,17,6,1,21
1807,5,14,1,2,20,7,8,21,16,18,10,17,11,19,13,4,3,6,9,15,12
1808,20,2,11,9,17,19,4,21,15,18,12,16,5,1,14,13,3,8,6,10,7
1809,4,16,1,14,13,2,12,8,3,9,19,21,10,18,17,15,7,6,11,5,20
1810,15,1,14,6,16,7,19,18,4,11,21,8,20,2,10,13,9,3,5,17,12
1811,5,8,1,3,4,17,18,15,9,6,16,13,20,7,11,12,19,2,21,14,10
1812,6,4,21,15,12,9,18,17,10,2,3,14,16,1,5,11,19,8,7,13,20
1813,7,8,1,21,19,4,11,16,9,5,15,2,20,10,3,17,14,13,6,18,12
1814,10,3,1,6,14,13,16,11,7,18,17,9,15,8,19,4,2,21,12,5,20
1815,11,5,1,2,17,16,20,13,18,14,19,8,15,4,21,3,9,10,7,6,12
1816,15,17,16,5,18,2,19,13,20,4,7,9,11,3,21,14,8,12,10,6,1
1817,9,6,19,8,5,10,20,21,4,12,18,7,11,14,16,2,13,17,15,1,3
1818,7,16,14,6,17,20,4,21,1,19,2,5,11,12,3,15,10,8,9,18,13
1819,4,11,17,2,18,14,1,20,10,12,3,8,21,16,9,13,15,5,19,6,7
1820,3,14,5,16,8,18,6,19,7,21,1,17,10,9,2,20,13,11,15,4,12
1821,19,3,13,6,10,1,5,18,8,9,21,14,2,7,11,15,20,16,4,17,12
1822,6,2,10,13,4,11,21,17,3,5,12,16,1,18,19,20,15,9,7,14,8
1823,18,12,14,10,16,5,6,15,4,17,2,13,7,11,8,1,3,20,9,19,21
1824,14,3,8,1,9,6,4,13,2,19,7,18,10,17,15,20,11,12,16,5,21
1825,20,13,16,21,18,10,3,1,8,14,5,11,6,12,19,4,9,7,17,15,2
1826,16,4,13,1,18,12,2,19,6,5,8,7,9,11,14,15,3,10,20,17,21
1827,2,6,7,9,15,16,14,13,18,5,20,4,3,8,21,12,1,17,10,19,11
1828,3,17,13,20,12,21,10,19,9,6,1,7,8,14,5,4,2,15,11,18,16
1829,12,21,2,4,5,6,13,14,20,18,10,7,8,9,15,16,19,17,11,3,1
1830,12,8,6,3,1,15,19,5,21,7,10,14,18,13,17,9,20,2,11,16,4
1831,18,6,21,9,20,1,7,12,4,16,3,10,8,13,19,14,17,11,2,15,5
1832,5,8,2,6,3,14,16,13,15,20,7,19,18,10,17,12,9,21,11,4,1
1833,18,12,17,3,9,2,11,1,13,6,8,21,16,20,19,4,7,14,10,15,5
1834,1,2,9,18,20,8,4,5,19,7,3,13,16,6,15,14,12,10,17,11,21
1835,1,6,7,13,4,16,12,10,11,21,3,19,20,15,17,2,5,8,18,14,9
1836,13,10,20,5,16,15,17,7,11,14,12,19,9,3,2,1,21,18,8,4,6
1837,4,18,3,16,10,19,14,6,21,17,12,1,5,2,11,20,7,13,9,8,15
1838,3,11,17,8,18,10,13,5,20,15,16,6,19,4,1,7,14,9,2,21,12
1839,1,7,12,16,4,3,8,2,6,13,20,21,10,11,5,19,18,15,17,9,14
1840,12,6,8,20,10,19,17,11,15,18,4,21,9,13,5,2,7,16,3,1,14
1841,18,21,11,8,9,15,13,5,4,3,7,1,14,12,10,17,20,16,19,2,6
