QueryID,Model,Run,File,ClassRaw,ClassCanonical,MethodName,Signature,DeclaredUC,CollapsedSourceRows,FirstSourceRow,QueryText
Q000392,ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,ServiceRequest,cancel,"+ cancel (by : UserProfile, cancellationDate : Date)",12,1,493,Class: Service Request. Method: cancel. Signature: cancel by User Profile cancellation Date Date.
Q000393,ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,ServiceRequest,complete,+ complete (),8,1,494,Class: Service Request. Method: complete. Signature: complete.
Q000394,ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,ServiceRequest,getStatus,+ getStatus () : RequestStatus,11,1,495,Class: Service Request. Method: get Status. Signature: get Status Request Status.
Q000395,ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,ServiceRequest,submit,+ submit (requester : UserProfile),6,1,496,Class: Service Request. Method: submit. Signature: submit requester User Profile.
Q000396,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,UserAccount,deactivate,+ deactivate (reason : String),15,1,497,Class: User Account. Method: deactivate. Signature: deactivate reason String.
Q000397,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,UserAccount,recordLogin,+ recordLogin (loginDate : Date),2,1,498,Class: User Account. Method: record Login. Signature: record Login login Date Date.
Q000398,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,UserAccount,register,"+ register (profile : UserProfile, credentials : UserCredentials)",1,1,499,Class: User Account. Method: register. Signature: register profile User Profile credentials User Credentials.
Q000399,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,UserAccount,validateCredentials,"+ validateCredentials (inputEmail : String, inputPassword : String) : Boolean",2,1,500,Class: User Account. Method: validate Credentials. Signature: validate Credentials input Email String input Password String Boolean.
Q000400,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserCredentials,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (expiration : Date),3,1,501,Class: User Credentials. Method: generate Password Reset Token. Signature: generate Password Reset Token expiration Date.
Q000401,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String),3,1,502,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String.
Q000402,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserCredentials,UserCredentials,validatePasswordStrength,+ validatePasswordStrength () : ValidationResult,1,1,503,Class: User Credentials. Method: validate Password Strength. Signature: validate Password Strength Validation Result.
Q000403,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,UserProfile,markEmailVerified,+ markEmailVerified (verificationDate : Date),1,1,504,Class: User Profile. Method: mark Email Verified. Signature: mark Email Verified verification Date Date.
Q000404,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,UserProfile,updateDetails,"+ updateDetails (name : String, phone : String, address : Address)",4,1,505,Class: User Profile. Method: update Details. Signature: update Details name String phone String address Address.
Q000405,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,UserProfile,validateEmail,+ validateEmail () : ValidationResult,1,1,506,Class: User Profile. Method: validate Email. Signature: validate Email Validation Result.
Q000406,ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,UserProfile,validateProfileDetails,+ validateProfileDetails () : ValidationResult,4,1,507,Class: User Profile. Method: validate Profile Details. Signature: validate Profile Details Validation Result.
Q000407,ChatGPT-o3,5,ChatGPT-o3_run5.json,WasteJourney,WasteJourney,getCurrentLocation,+ getCurrentLocation () : Address,10,1,508,Class: Waste Journey. Method: get Current Location. Signature: get Current Location Address.
Q000408,ChatGPT-o3,5,ChatGPT-o3_run5.json,WasteJourney,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,10,1,509,Class: Waste Journey. Method: get Current Status. Signature: get Current Status Tracking Status.
Q000409,ChatGPT-o3,6,ChatGPT-o3_run6.json,CollectionPoint,CollectionPoint,saveChanges,+ saveChanges (),20,1,510,Class: Collection Point. Method: save Changes. Signature: save Changes.
Q000410,ChatGPT-o3,6,ChatGPT-o3_run6.json,CollectionPoint,CollectionPoint,validateLocation,+ validateLocation () : ValidationResult,20,1,511,Class: Collection Point. Method: validate Location. Signature: validate Location Validation Result.
Q000411,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendAccountDeactivation,+ sendAccountDeactivation (user : UserProfile),15,1,512,Class: Notification Service. Method: send Account Deactivation. Signature: send Account Deactivation user User Profile.
Q000412,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendCancellationConfirmation,"+ sendCancellationConfirmation (user : UserProfile, request : ServiceRequest)",12,1,513,Class: Notification Service. Method: send Cancellation Confirmation. Signature: send Cancellation Confirmation user User Profile request Service Request.
Q000413,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendPasswordReset,"+ sendPasswordReset (user : UserProfile, token : String)",3,1,514,Class: Notification Service. Method: send Password Reset. Signature: send Password Reset user User Profile token String.
Q000414,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendPasswordResetConfirm,+ sendPasswordResetConfirm (user : UserProfile),3,1,515,Class: Notification Service. Method: send Password Reset Confirm. Signature: send Password Reset Confirm user User Profile.
Q000415,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),1,1,516,Class: Notification Service. Method: send Registration Confirmation. Signature: send Registration Confirmation user User Profile.
Q000416,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendRequestAccepted,"+ sendRequestAccepted (user : UserProfile, request : ServiceRequest)",8,1,517,Class: Notification Service. Method: send Request Accepted. Signature: send Request Accepted user User Profile request Service Request.
Q000417,ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),1,1,518,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email user User Profile.
Q000418,ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,Product,publishListing,+ publishListing (),5,1,519,Class: Product. Method: publish Listing. Signature: publish Listing.
Q000419,ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,Product,updateListing,+ updateListing (details : Map),13,1,520,Class: Product. Method: update Listing. Signature: update Listing details Map.
Q000420,ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,Product,validateListing,+ validateListing () : ValidationResult,5,1,521,Class: Product. Method: validate Listing. Signature: validate Listing Validation Result.
Q000421,ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,Product,validateUpdate,+ validateUpdate () : ValidationResult,13,1,522,Class: Product. Method: validate Update. Signature: validate Update Validation Result.
Q000422,ChatGPT-o3,6,ChatGPT-o3_run6.json,RoleManager,RoleManager,assignRole,"+ assignRole (target : UserProfile, newRole : UserRole)",21,1,523,Class: Role Manager. Method: assign Role. Signature: assign Role target User Profile new Role User Role.
Q000423,ChatGPT-o3,6,ChatGPT-o3_run6.json,RoleManager,RoleManager,validateRoleChange,"+ validateRoleChange (target : UserProfile, newRole : UserRole) : ValidationResult",21,1,524,Class: Role Manager. Method: validate Role Change. Signature: validate Role Change target User Profile new Role User Role Validation Result.
Q000424,ChatGPT-o3,6,ChatGPT-o3_run6.json,SearchFilter,SearchFilter,filter,+ filter (products : Product[]) : Product[],14,1,525,Class: Search Filter. Method: filter. Signature: filter products Product Product.
Q000425,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,ServiceProvider,checkAvailability,+ checkAvailability (request : ServiceRequest) : Boolean,8,1,526,Class: Service Provider. Method: check Availability. Signature: check Availability request Service Request Boolean.
Q000426,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,ServiceProvider,dispatchVehicle,+ dispatchVehicle (request : CollectionRequest),8,1,527,Class: Service Provider. Method: dispatch Vehicle. Signature: dispatch Vehicle request Collection Request.
Q000427,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,ServiceProvider,executeTransport,+ executeTransport (request : TransportRequest),9,1,528,Class: Service Provider. Method: execute Transport. Signature: execute Transport request Transport Request.
Q000428,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (details : Map),19,1,529,Class: Service Provider. Method: update Profile. Signature: update Profile details Map.
Q000429,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,accept,"+ accept (provider : ServiceProvider, time : TimeRange)",8,1,530,Class: Service Request. Method: accept. Signature: accept provider Service Provider time Time Range.
Q000430,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,assignToProvider,+ assignToProvider (provider : ServiceProvider),6,1,531,Class: Service Request. Method: assign To Provider. Signature: assign To Provider provider Service Provider.
Q000431,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,cancel,+ cancel (requester : UserProfile),12,1,532,Class: Service Request. Method: cancel. Signature: cancel requester User Profile.
Q000432,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,getStatus,+ getStatus () : RequestStatus,11,1,533,Class: Service Request. Method: get Status. Signature: get Status Request Status.
Q000433,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,markCollected,+ markCollected (),8,1,534,Class: Service Request. Method: mark Collected. Signature: mark Collected.
Q000434,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,markCompleted,+ markCompleted (),9,1,535,Class: Service Request. Method: mark Completed. Signature: mark Completed.
Q000435,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,schedule,+ schedule (time : TimeRange),6,1,536,Class: Service Request. Method: schedule. Signature: schedule time Time Range.
Q000436,ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,ServiceRequest,submit,+ submit (requester : UserProfile),6,1,537,Class: Service Request. Method: submit. Signature: submit requester User Profile.
Q000437,ChatGPT-o3,6,ChatGPT-o3_run6.json,TransportRequest,TransportRequest,planRoute,+ planRoute (routePlan : RoutePlan),9,1,538,Class: Transport Request. Method: plan Route. Signature: plan Route route Plan Route Plan.
Q000438,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserAccount,UserAccount,activateAccount,+ activateAccount (),1,1,539,Class: User Account. Method: activate Account. Signature: activate Account.
Q000439,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserAccount,UserAccount,deactivate,+ deactivate (reason : String),15,1,540,Class: User Account. Method: deactivate. Signature: deactivate reason String.
Q000440,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserAccount,UserAccount,registerUnverified,"+ registerUnverified (profile : UserProfile, credentials : UserCredentials) : UserAccount",1,1,541,Class: User Account. Method: register Unverified. Signature: register Unverified profile User Profile credentials User Credentials User Account.
Q000441,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (expiry : Date) : String,3,1,542,Class: User Credentials. Method: generate Password Reset Token. Signature: generate Password Reset Token expiry Date String.
Q000442,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,UserCredentials,recordLogin,+ recordLogin (loginTime : Date),2,1,543,Class: User Credentials. Method: record Login. Signature: record Login login Time Date.
Q000443,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String),3,1,544,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String.
Q000444,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,UserCredentials,validatePasswordStrength,+ validatePasswordStrength () : ValidationResult,1,1,545,Class: User Credentials. Method: validate Password Strength. Signature: validate Password Strength Validation Result.
Q000445,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,UserCredentials,verifyPassword,+ verifyPassword (inputPassword : String) : Boolean,2,1,546,Class: User Credentials. Method: verify Password. Signature: verify Password input Password String Boolean.
Q000446,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,UserProfile,applyProfileChanges,+ applyProfileChanges (details : Map),4,1,547,Class: User Profile. Method: apply Profile Changes. Signature: apply Profile Changes details Map.
Q000447,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,UserProfile,validateEmailFormat,+ validateEmailFormat () : ValidationResult,1,1,548,Class: User Profile. Method: validate Email Format. Signature: validate Email Format Validation Result.
Q000448,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,UserProfile,validateProfileData,+ validateProfileData () : ValidationResult,4,1,549,Class: User Profile. Method: validate Profile Data. Signature: validate Profile Data Validation Result.
Q000449,ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,550,Class: User Profile. Method: verify Email. Signature: verify Email.
Q000450,ChatGPT-o3,6,ChatGPT-o3_run6.json,WasteJourney,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,10,1,551,Class: Waste Journey. Method: get Current Status. Signature: get Current Status Tracking Status.
Q000451,ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionPoint,CollectionPoint,deactivate,+ deactivate (),20,1,552,Class: Collection Point. Method: deactivate. Signature: deactivate.
Q000452,ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionPoint,CollectionPoint,updateDetails,+ updateDetails (updated : Map) : ValidationResult,20,1,553,Class: Collection Point. Method: update Details. Signature: update Details updated Map Validation Result.
Q000453,ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionPoint,CollectionPoint,validateLocation,+ validateLocation () : ValidationResult,20,1,554,Class: Collection Point. Method: validate Location. Signature: validate Location Validation Result.
